ID,utterance,annotation,list-ID
919,0. . [media],"[NULL,NULL,NULL]",2
920,[quote] 0. !,"[NULL,NULL,NULL]",1
920,[quote] 0. !,"[NULL,NULL,NULL]",2
921,et comme ça vous êtes contents \<None\> hihihi hohoho \<None\> ! [media],"[NULL,NULL,NULL]",1
921,et comme ça vous êtes contents \<None\> hihihi hohoho \<None\> ! [media],"[NULL,NULL,NULL]",2
922,qu'est-ce qu'il a fait ? [media],"[NULL,NULL,NULL]",1
922,qu'est-ce qu'il a fait ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
923,il a m mis \<None\> \<None\> ses pots sur la tête ! [media],"[NULL,NULL,NULL]",1
923,il a m mis \<None\> \<None\> ses pots sur la tête ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
924,il a renversé les pots de peinture sur leurs têtes ! [media],"[NULL,NULL,NULL]",1
924,il a renversé les pots de peinture sur leurs têtes ! [media],"[PAR-Follow-up:Repeat-answer,NULL,NULL]",2
925,allez hop \<None\> on va repeindre la forêt \<None\> ! [media],"[NULL,NULL,NULL]",1
925,allez hop \<None\> on va repeindre la forêt \<None\> ! [media],"[NULL,NULL,NULL]",2
926,oh ! [media],"[NULL,NULL,NULL]",1
926,oh ! [media],"[NULL,NULL,NULL]",2
927,oh ! [media],"[NULL,NULL,NULL]",1
927,oh ! [media],"[NULL,NULL,NULL]",2
928,[quote] 0. .,"[NULL,NULL,NULL]",1
928,[quote] 0. .,"[NULL,NULL,NULL]",2
929,du rose du jaune du bleu de l'orange du rouge du violet et du blanc \<None\> ! [media],"[NULL,NULL,NULL]",1
929,du rose du jaune du bleu de l'orange du rouge du violet et du blanc \<None\> ! [media],"[NULL,NULL,NULL]",2
930,qu'est-ce qu'i font ? [media],"[NULL,NULL,NULL]",1
930,qu'est-ce qu'i font ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
931,i décorent les arbres ! [media],"[NULL,NULL,NULL]",1
931,i décorent les arbres ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
932,qu'est-ce qu'i font comme décorations ? [media],"[NULL,NULL,NULL]",1
932,qu'est-ce qu'i font comme décorations ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2
933,0. www \<None\> . [media],"[NULL,NULL,NULL]",1
933,0. www \<None\> . [media],"[CHI-Response:Answer:non-verbal,NULL,NULL]",2
934,et du vert pour le soleil \<None\> ! [media],"[NULL,NULL,NULL]",1
934,et du vert pour le soleil \<None\> ! [media],"[PAR-Follow-up:other,NULL,NULL]",2
935,[quote] et les montagnes en rose fuchsia \<None\> ! [media],"[NULL,NULL,NULL]",1
935,[quote] et les montagnes en rose fuchsia \<None\> ! [media],"[NULL,NULL,NULL]",2
936,[quote] Pop a repeint le monde entier \<None\> ... [media],"[NULL,NULL,NULL]",1
936,[quote] Pop a repeint le monde entier \<None\> ... [media],"[NULL,NULL,NULL]",2
937,[quote] Bravo Pop \<None\> tu es un artiste \<None\> ! [media],"[NULL,NULL,NULL]",1
937,[quote] Bravo Pop \<None\> tu es un artiste \<None\> ! [media],"[NULL,NULL,NULL]",2
938,ah un autre dinosaure ! [media],"[NULL,NULL,NULL]",1
938,ah un autre dinosaure ! [media],"[NULL,NULL,NULL]",2
939,hum \<None\> \<None\> . [media],"[NULL,NULL,NULL]",1
939,hum \<None\> \<None\> . [media],"[NULL,NULL,NULL]",2
940,plein d' autres dinosaures regarde ... [media],"[NULL,NULL,NULL]",1
940,plein d' autres dinosaures regarde ... [media],"[NULL,NULL,NULL]",2
941,[quote] celui-là il lui a fait des coeurs ! [media],"[NULL,NULL,NULL]",1
941,[quote] celui-là il lui a fait des coeurs ! [media],"[NULL,NULL,NULL]",2
942,et celui-là ... [media],"[NULL,NULL,NULL]",1
942,et celui-là ... [media],"[NULL,NULL,NULL]",2
943,il a fait du bleu ! [media],"[NULL,NULL,NULL]",1
943,il a fait du bleu ! [media],"[NULL,NULL,NULL]",2
944,hum ! [media],"[NULL,NULL,NULL]",1
944,hum ! [media],"[NULL,NULL,NULL]",2
945,celui-là a fait du jaune ! [media],"[NULL,NULL,NULL]",1
945,celui-là a fait du jaune ! [media],"[NULL,NULL,NULL]",2
946,c ! [media],"[NULL,NULL,NULL]",1
946,c ! [media],"[NULL,NULL,NULL]",2
947,yyy . [media],"[NULL,NULL,NULL]",1
947,yyy . [media],"[NULL,NULL,NULL]",2
948,yyy . [media],"[NULL,NULL,NULL]",1
948,yyy . [media],"[NULL,NULL,NULL]",2
949,et c il est jaune ... [media],"[NULL,NULL,NULL]",1
949,et c il est jaune ... [media],"[NULL,NULL,NULL]",2
950,[quote] et rose . [media],"[NULL,NULL,NULL]",1
950,[quote] et rose . [media],"[NULL,NULL,NULL]",2
951,et celui-là il est plein de couleurs comme lui ! [media],"[NULL,NULL,NULL]",1
951,et celui-là il est plein de couleurs comme lui ! [media],"[NULL,NULL,NULL]",2
952,comment on dit quand on est plein de couleurs ? [media],"[NULL,NULL,NULL]",1
952,comment on dit quand on est plein de couleurs ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
953,bah lui il est que bleu ! [media],"[NULL,NULL,NULL]",1
953,bah lui il est que bleu ! [media],"[CHI-Response:Non-answer:declarative,NULL,NULL]",2
954,hum ! [media],"[NULL,NULL,NULL]",1
954,hum ! [media],"[PAR-Follow-up:Signal-agreement,NULL,NULL]",2
955,et comment on dit quand on est plein de couleurs c'est mul \<trail off question\> [media],"[NULL,NULL,NULL]",1
955,et comment on dit quand on est plein de couleurs c'est mul \<trail off question\> [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2
956,! [media],"[NULL,NULL,NULL]",1
956,! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
957,oui ! [media],"[NULL,NULL,NULL]",1
957,oui ! [media],"[PAR-Follow-up:Signal-agreement,NULL,NULL]",2
958,bravo ! [media],"[NULL,NULL,NULL]",1
958,bravo ! [media],"[NULL,NULL,NULL]",2
959,[quote] 0. .,"[NULL,NULL,NULL]",1
959,[quote] 0. .,"[NULL,NULL,NULL]",2
960,bravo ! [media],"[NULL,NULL,NULL]",1
960,bravo ! [media],"[NULL,NULL,NULL]",2
961,et voilà ! [media],"[NULL,NULL,NULL]",1
961,et voilà ! [media],"[NULL,NULL,NULL]",2
962,[quote] et voilà .,"[NULL,NULL,NULL]",1
962,[quote] et voilà .,"[NULL,NULL,NULL]",2
964,[quote] ah je te donne mon cadeau quand_même ?,"[NULL,NULL,NULL]",1
964,[quote] ah je te donne mon cadeau quand_même ?,"[NULL,NULL,NULL]",2
965,ah oui ! [media],"[NULL,NULL,NULL]",1
965,ah oui ! [media],"[NULL,NULL,NULL]",2
966,[quote] 0. .,"[NULL,NULL,NULL]",1
966,[quote] 0. .,"[NULL,NULL,NULL]",2
967,0. . [media],"[NULL,NULL,NULL]",1
967,0. . [media],"[NULL,NULL,NULL]",2
968,0. qu'est-ce qu'on dit ? [media],"[NULL,NULL,NULL]",1
968,0. qu'est-ce qu'on dit ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
969,[quote] 0. .,"[NULL,NULL,NULL]",1
969,[quote] 0. .,"[NULL,NULL,NULL]",2
970,[quote] 0. .,"[NULL,NULL,NULL]",1
970,[quote] 0. .,"[NULL,NULL,NULL]",2
971,merci ! [media],"[NULL,NULL,NULL]",1
971,merci ! [media],"[CHI-Response:Answer:no-explanation-needed,PAR-Follow-up:No-followup,NULL]",2
972,c'est c ? [media],"[NULL,NULL,NULL]",1
972,c'est c ? [media],"[NULL,NULL,NULL]",2
973,\<None\> \<None\> \<None\> ? [media],"[NULL,NULL,NULL]",1
973,\<None\> \<None\> \<None\> ? [media],"[NULL,NULL,NULL]",2
974,[quote] ouais . le gros .,"[NULL,NULL,NULL]",1
974,[quote] ouais . le gros .,"[NULL,NULL,NULL]",2
975,[quote] merci qui ?,"[NULL,NULL,NULL]",1
975,[quote] merci qui ?,"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
976,merci Aliyah ! [media],"[NULL,NULL,NULL]",1
976,merci Aliyah ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
977,oh bah dis_don . oh ! [media],"[NULL,NULL,NULL]",1
977,oh bah dis_don . oh ! [media],"[PAR-Follow-up:other,NULL,NULL]",2
978,[quote] oh !,"[NULL,NULL,NULL]",1
978,[quote] oh !,"[NULL,NULL,NULL]",2
979,que c'est gros ! [media],"[NULL,NULL,NULL]",1
979,que c'est gros ! [media],"[NULL,NULL,NULL]",2
980,[quote] 0. .,"[NULL,NULL,NULL]",1
980,[quote] 0. .,"[NULL,NULL,NULL]",2
981,oh c'est gros ! [media],"[NULL,NULL,NULL]",1
981,oh c'est gros ! [media],"[NULL,NULL,NULL]",2
982,\<None\> \<None\> \<None\> \<None\> \<None\> ! [media],"[NULL,NULL,NULL]",1
982,\<None\> \<None\> \<None\> \<None\> \<None\> ! [media],"[NULL,NULL,NULL]",2
983,[quote] 0. .,"[NULL,NULL,NULL]",1
983,[quote] 0. .,"[NULL,NULL,NULL]",2
984,\<None\> \<None\> \<None\> \<None\> \<None\> www ! [media],"[NULL,NULL,NULL]",1
984,\<None\> \<None\> \<None\> \<None\> \<None\> www ! [media],"[NULL,NULL,NULL]",2
985,t as un beau paquet hein dis_don ! [media],"[NULL,NULL,NULL]",1
985,t as un beau paquet hein dis_don ! [media],"[NULL,NULL,NULL]",2
986,[quote] 0. .,"[NULL,NULL,NULL]",1
986,[quote] 0. .,"[NULL,NULL,NULL]",2
987,0. . [media],"[NULL,NULL,NULL]",1
987,0. . [media],"[NULL,NULL,NULL]",2
988,qu'est-ce que c'est ? [media],"[NULL,NULL,NULL]",1
988,qu'est-ce que c'est ? [media],"[PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response,NULL]",2
989,[quote] 0. .,"[NULL,NULL,NULL]",1
989,[quote] 0. .,"[NULL,NULL,NULL]",2
990,0. . mais je la r \<None\> ! [media],"[NULL,NULL,NULL]",1
990,0. . mais je la r \<None\> ! [media],"[PAR-Follow-up:other,NULL,NULL]",2
991,[quote] 0. .,"[NULL,NULL,NULL]",1
991,[quote] 0. .,"[NULL,NULL,NULL]",2
992,c'est Emma \<None\> ! [media],"[NULL,NULL,NULL]",1
992,c'est Emma \<None\> ! [media],"[NULL,NULL,NULL]",2
993,[quote] 0. .,"[NULL,NULL,NULL]",1
993,[quote] 0. .,"[NULL,NULL,NULL]",2
994,fais voir . wouha ! [media],"[NULL,NULL,NULL]",1
994,fais voir . wouha ! [media],"[NULL,NULL,NULL]",2
995,[quote] 0. .,"[NULL,NULL,NULL]",1
995,[quote] 0. .,"[NULL,NULL,NULL]",2
996,Emma se fait belle \<None\> wolalalala c'est trop beau va vite faire un gros bisou à Aliyah ! [media],"[NULL,NULL,NULL]",1
996,Emma se fait belle \<None\> wolalalala c'est trop beau va vite faire un gros bisou à Aliyah ! [media],"[NULL,NULL,NULL]",2
997,\<None\> \<None\> \<None\> ! [media],"[NULL,NULL,NULL]",1
997,\<None\> \<None\> \<None\> ! [media],"[NULL,NULL,NULL]",2
998,[quote] 0. .,"[NULL,NULL,NULL]",1
998,[quote] 0. .,"[NULL,NULL,NULL]",2
999,va faire un bisou à Aliyah pour lui dire merci ! [media],"[NULL,NULL,NULL]",1
999,va faire un bisou à Aliyah pour lui dire merci ! [media],"[NULL,NULL,NULL]",2
1000,0. . ah non ! [media],"[NULL,NULL,NULL]",1
1000,0. . ah non ! [media],"[NULL,NULL,NULL]",2
1001,[quote] 0. .,"[NULL,NULL,NULL]",1
1001,[quote] 0. .,"[NULL,NULL,NULL]",2
1002,ah si ah si \<None\> . ah pour dire merci tu fais un bisou ! [media],"[NULL,NULL,NULL]",1
1002,ah si ah si \<None\> . ah pour dire merci tu fais un bisou ! [media],"[NULL,NULL,NULL]",2
1003,[quote] ah ouais t as décidé aujourd'hui hein . même avec un cadeau !,"[NULL,NULL,NULL]",1
1003,[quote] ah ouais t as décidé aujourd'hui hein . même avec un cadeau !,"[NULL,NULL,NULL]",2
1004,[quote] 0. .,"[NULL,NULL,NULL]",1
1004,[quote] 0. .,"[NULL,NULL,NULL]",2
1005,tu fais un bisou sinon je lui rends à Aliyah ! [media],"[NULL,NULL,NULL]",1
1005,tu fais un bisou sinon je lui rends à Aliyah ! [media],"[NULL,NULL,NULL]",2
1006,[quote] 0. .,"[NULL,NULL,NULL]",1
1006,[quote] 0. .,"[NULL,NULL,NULL]",2
1007,va vite lui faire un bisou ! [media],"[NULL,NULL,NULL]",1
1007,va vite lui faire un bisou ! [media],"[NULL,NULL,NULL]",2
1008,[quote] 0. .,"[NULL,NULL,NULL]",1
1008,[quote] 0. .,"[NULL,NULL,NULL]",2
1009,sur la joue ! [media],"[NULL,NULL,NULL]",1
1009,sur la joue ! [media],"[NULL,NULL,NULL]",2
1010,bah oui sur la joue \<None\> . je t'ai pas demandé de lui faire un bisou sur la bouche ! [media],"[NULL,NULL,NULL]",1
1010,bah oui sur la joue \<None\> . je t'ai pas demandé de lui faire un bisou sur la bouche ! [media],"[NULL,NULL,NULL]",2
1011,[quote] 0. .,"[NULL,NULL,NULL]",1
1011,[quote] 0. .,"[NULL,NULL,NULL]",2
1012,[quote] 0. .,"[NULL,NULL,NULL]",1
1012,[quote] 0. .,"[NULL,NULL,NULL]",2
1013,je peux aller avec xxx . [media],"[NULL,NULL,NULL]",1
1013,je peux aller avec xxx . [media],"[NULL,NULL,NULL]",2
1014,[quote] oh je peux aller toi oui tu as peur hein !,"[NULL,NULL,NULL]",1
1014,[quote] oh je peux aller toi oui tu as peur hein !,"[NULL,NULL,NULL]",2
1015,[quote] 0. .,"[NULL,NULL,NULL]",1
1015,[quote] 0. .,"[NULL,NULL,NULL]",2
1016,vas_y tu dis merci beaucoup \<None\> ! [media],"[NULL,NULL,NULL]",1
1016,vas_y tu dis merci beaucoup \<None\> ! [media],"[NULL,NULL,NULL]",2
1017,[quote] 0. .,"[NULL,NULL,NULL]",1
1017,[quote] 0. .,"[NULL,NULL,NULL]",2
1018,hum pas sur la bouche ! [media],"[NULL,NULL,NULL]",1
1018,hum pas sur la bouche ! [media],"[NULL,NULL,NULL]",2
1019,non c'est . vas_y ! [media],"[NULL,NULL,NULL]",1
1019,non c'est . vas_y ! [media],"[NULL,NULL,NULL]",2
1020,[quote] mais non \<None\> sur la joue !,"[NULL,NULL,NULL]",1
1020,[quote] mais non \<None\> sur la joue !,"[NULL,NULL,NULL]",2
1021,là ! [media],"[NULL,NULL,NULL]",1
1021,là ! [media],"[NULL,NULL,NULL]",2
1022,vas_y ! [media],"[NULL,NULL,NULL]",1
1022,vas_y ! [media],"[NULL,NULL,NULL]",2
1023,je veux pas . [media],"[NULL,NULL,NULL]",1
1023,je veux pas . [media],"[NULL,NULL,NULL]",2
1024,oh bah tu dis merci alors ! [media],"[NULL,NULL,NULL]",1
1024,oh bah tu dis merci alors ! [media],"[NULL,NULL,NULL]",2
1025,merci ! [media],"[NULL,NULL,NULL]",1
1025,merci ! [media],"[NULL,NULL,NULL]",2
1026,merci beaucoup ! [media],"[NULL,NULL,NULL]",1
1026,merci beaucoup ! [media],"[NULL,NULL,NULL]",2
1027,oh regarde . il y a un petit sac ... [media],"[NULL,NULL,NULL]",1
1027,oh regarde . il y a un petit sac ... [media],"[NULL,NULL,NULL]",2
1028,[quote] 0. .,"[NULL,NULL,NULL]",1
1028,[quote] 0. .,"[NULL,NULL,NULL]",2
1029,[quote] un élastique des barrettes un chouchou ... [media],"[NULL,NULL,NULL]",1
1029,[quote] un élastique des barrettes un chouchou ... [media],"[NULL,NULL,NULL]",2
1030,[quote] et une histoire wouhao . [media],"[NULL,NULL,NULL]",1
1030,[quote] et une histoire wouhao . [media],"[NULL,NULL,NULL]",2
1031,[quote] 0. .,"[NULL,NULL,NULL]",1
1031,[quote] 0. .,"[NULL,NULL,NULL]",2
1032,attends attends attends attends ! [media],"[NULL,NULL,NULL]",1
1032,attends attends attends attends ! [media],"[NULL,NULL,NULL]",2
1033,[quote] 0. .,"[NULL,NULL,NULL]",1
1033,[quote] 0. .,"[NULL,NULL,NULL]",2
1034,regarde ça ! [media],"[NULL,NULL,NULL]",1
1034,regarde ça ! [media],"[NULL,NULL,NULL]",2
1035,[quote] 0. .,"[NULL,NULL,NULL]",1
1035,[quote] 0. .,"[NULL,NULL,NULL]",2
1036,0. . [media],"[NULL,NULL,NULL]",1
1036,0. . [media],"[NULL,NULL,NULL]",2
1037,0. non pas faut pas l'ouvrir !,"[NULL,NULL,NULL]",1
1037,0. non pas faut pas l'ouvrir !,"[NULL,NULL,NULL]",2
1038,bah si c'est le petit sac on va regarder le petit sac regarde ça c'est le livre . Emma se fait belle \<None\> ... [media],"[NULL,NULL,NULL]",1
1038,bah si c'est le petit sac on va regarder le petit sac regarde ça c'est le livre . Emma se fait belle \<None\> ... [media],"[NULL,NULL,NULL]",2
1039,[quote] non non non !,"[NULL,NULL,NULL]",1
1039,[quote] non non non !,"[NULL,NULL,NULL]",2
1040,tu veux qu'on regarde ? [media],"[NULL,NULL,NULL]",1
1040,tu veux qu'on regarde ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
1041,[quote] les barrettes ? [media],"[NULL,NULL,NULL]",1
1041,[quote] les barrettes ? [media],"[PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response,NULL]",2
1042,[quote] 0. .,"[NULL,NULL,NULL]",1
1042,[quote] 0. .,"[NULL,NULL,NULL]",2
1043,tu vas voir ! [media],"[NULL,NULL,NULL]",1
1043,tu vas voir ! [media],"[PAR-Follow-up:other,NULL,NULL]",2
1044,oui . [media],"[NULL,NULL,NULL]",1
1044,oui . [media],"[NULL,NULL,NULL]",2
1045,non \<None\> \<None\> \<None\> pas les barrettes . [media],"[NULL,NULL,NULL]",1
1045,non \<None\> \<None\> \<None\> pas les barrettes . [media],"[NULL,NULL,NULL]",2
1046,[quote] 0. tu veux pas regarder les barrettes ?,"[NULL,NULL,NULL]",1
1046,[quote] 0. tu veux pas regarder les barrettes ?,"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
1047,non . [media],"[NULL,NULL,NULL]",1
1047,non . [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
1048,[quote] 0. .,"[NULL,NULL,NULL]",1
1048,[quote] 0. .,"[NULL,NULL,NULL]",2
1049,\<None\> \<None\> \<None\> \<None\> \<None\> \<None\> ! [media],"[NULL,NULL,NULL]",1
1049,\<None\> \<None\> \<None\> \<None\> \<None\> \<None\> ! [media],"[CHI-Response:Non-answer:declarative,NULL,NULL]",2
1050,[quote] on regard après ?,"[NULL,NULL,NULL]",1
1050,[quote] on regard après ?,"[NULL,NULL,NULL]",2
1051,d'accord ! [media],"[NULL,NULL,NULL]",1
1051,d'accord ! [media],"[PAR-Follow-up:Signal-agreement,NULL,NULL]",2
1052,0. . oui \<None\> . [media],"[NULL,NULL,NULL]",1
1052,0. . oui \<None\> . [media],"[NULL,NULL,NULL]",2
1053,[quote] elle a raison . faut d'abord comprendre pourquoi il y a des barrettes !,"[NULL,NULL,NULL]",1
1053,[quote] elle a raison . faut d'abord comprendre pourquoi il y a des barrettes !,"[NULL,NULL,NULL]",2
1055,Emma se fait belle \<None\> . [media],"[NULL,NULL,NULL]",1
1055,Emma se fait belle \<None\> . [media],"[NULL,NULL,NULL]",2
1056,0. . [media],"[NULL,NULL,NULL]",1
1056,0. . [media],"[NULL,NULL,NULL]",2
1057,[quote] 0. .,"[NULL,NULL,NULL]",1
1057,[quote] 0. .,"[NULL,NULL,NULL]",2
1058,un matin d' école \<None\> Emma se regarde longtemps dans le miroir de la salle \<None\> ... [media],"[NULL,NULL,NULL]",1
1058,un matin d' école \<None\> Emma se regarde longtemps dans le miroir de la salle \<None\> ... [media],"[NULL,NULL,NULL]",2
1059,[quote] son visage dans la glace n' a rien de spécial \<None\> ... [media],"[NULL,NULL,NULL]",1
1059,[quote] son visage dans la glace n' a rien de spécial \<None\> ... [media],"[NULL,NULL,NULL]",2
1060,[quote] 0. .,"[NULL,NULL,NULL]",1
1060,[quote] 0. .,"[NULL,NULL,NULL]",2
1061,[quote] deux yeux \<None\> un nez \<None\> une bouche \<None\> deux oreilles \<None\> ... [media],"[NULL,NULL,NULL]",1
1061,[quote] deux yeux \<None\> un nez \<None\> une bouche \<None\> deux oreilles \<None\> ... [media],"[NULL,NULL,NULL]",2
1062,[quote] 0. .,"[NULL,NULL,NULL]",1
1062,[quote] 0. .,"[NULL,NULL,NULL]",2
1063,[quote] et ses cheveux emmêlés qui partent de sa tête et tombent de tous les côtés \<None\> . [media],"[NULL,NULL,NULL]",1
1063,[quote] et ses cheveux emmêlés qui partent de sa tête et tombent de tous les côtés \<None\> . [media],"[NULL,NULL,NULL]",2
1064,[quote] 0. .,"[NULL,NULL,NULL]",1
1064,[quote] 0. .,"[NULL,NULL,NULL]",2
1065,ça me rappelle quelqu'un ! [media],"[NULL,NULL,NULL]",1
1065,ça me rappelle quelqu'un ! [media],"[NULL,NULL,NULL]",2
1066,fille ordinaire \<None\> . [media],"[NULL,NULL,NULL]",1
1066,fille ordinaire \<None\> . [media],"[NULL,NULL,NULL]",2
1067,Ael ! [media],"[NULL,NULL,NULL]",1
1067,Ael ! [media],"[NULL,NULL,NULL]",2
1068,[quote] va ranger ta chambre . [media],"[NULL,NULL,NULL]",1
1068,[quote] va ranger ta chambre . [media],"[NULL,NULL,NULL]",2
1069,Emma voudrait être plus qu'une simple fille comme tout_le_monde \<None\> ... [media],"[NULL,NULL,NULL]",1
1069,Emma voudrait être plus qu'une simple fille comme tout_le_monde \<None\> ... [media],"[NULL,NULL,NULL]",2
1070,[quote] elle prend la trousse de maquillage de sa maman \<None\> et commence à fouiller dedans \<None\> ... [media],"[NULL,NULL,NULL]",1
1070,[quote] elle prend la trousse de maquillage de sa maman \<None\> et commence à fouiller dedans \<None\> ... [media],"[NULL,NULL,NULL]",2
1071,[quote] elle sort un tube de rouge à lèvre et elle dessine sur son visage \<None\> un coeur deux coeurs \<None\> des tas de petits coeurs \<None\> ... [media],"[NULL,NULL,NULL]",1
1071,[quote] elle sort un tube de rouge à lèvre et elle dessine sur son visage \<None\> un coeur deux coeurs \<None\> des tas de petits coeurs \<None\> ... [media],"[NULL,NULL,NULL]",2
1072,[quote] elle se regarde dans le miroir \<None\> c'est bizarre mais elle adore \<None\> ! [media],"[NULL,NULL,NULL]",1
1072,[quote] elle se regarde dans le miroir \<None\> c'est bizarre mais elle adore \<None\> ! [media],"[NULL,NULL,NULL]",2
1073,qu'est-ce qu'elle fait ? [media],"[NULL,NULL,NULL]",1
1073,qu'est-ce qu'elle fait ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
1074,0. . [media],"[NULL,NULL,NULL]",1
1074,0. . [media],"[NULL,NULL,NULL]",2
1075,elle se maquille \<None\> ? [media],"[NULL,NULL,NULL]",1
1075,elle se maquille \<None\> ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
1076,xxx \<None\> \<None\> . [media],"[NULL,NULL,NULL]",1
1076,xxx \<None\> \<None\> . [media],"[CHI-Response:No-label,NULL,NULL]",2
1077,[quote] 0. .,"[NULL,NULL,NULL]",1
1077,[quote] 0. .,"[NULL,NULL,NULL]",2
1078,puis comme d'habitude \<None\> Emma s'habille et va prendre le petit déjeuner \<None\> ... [media],"[NULL,NULL,NULL]",1
1078,puis comme d'habitude \<None\> Emma s'habille et va prendre le petit déjeuner \<None\> ... [media],"[PAR-Follow-up:other,NULL,NULL]",2
1079,[quote] elle boit son jus d' orange en faisant bien attention à ne pas effacer son maquillage \<None\> ... [media],"[NULL,NULL,NULL]",1
1079,[quote] elle boit son jus d' orange en faisant bien attention à ne pas effacer son maquillage \<None\> ... [media],"[NULL,NULL,NULL]",2
1080,[quote] sa maman est plongée dans ses pensées \<None\> et ne s'aperçoit de rien \<None\> ... [media],"[NULL,NULL,NULL]",1
1080,[quote] sa maman est plongée dans ses pensées \<None\> et ne s'aperçoit de rien \<None\> ... [media],"[NULL,NULL,NULL]",2
1081,[quote] mais quand son papa la voit il crie \<None\> tu n peux pas aller à l'école avec ce maquillage tu as l'air d' un clown \<None\> ! [media],"[NULL,NULL,NULL]",1
1081,[quote] mais quand son papa la voit il crie \<None\> tu n peux pas aller à l'école avec ce maquillage tu as l'air d' un clown \<None\> ! [media],"[NULL,NULL,NULL]",2
1082,[quote] je suis très bien comme ça proteste Emma \<None\> je suis différente des autres petites filles \<None\> ... [media],"[NULL,NULL,NULL]",1
1082,[quote] je suis très bien comme ça proteste Emma \<None\> je suis différente des autres petites filles \<None\> ... [media],"[NULL,NULL,NULL]",2
1083,[quote] son papa n' a pas envie de discuter \<None\> il la traîne dans la salle \<None\> ... [media],"[NULL,NULL,NULL]",1
1083,[quote] son papa n' a pas envie de discuter \<None\> il la traîne dans la salle \<None\> ... [media],"[NULL,NULL,NULL]",2
1084,[quote] lave toi vite Emma \<None\> je n' ai pas le temps de jouer \<None\> ... [media],"[NULL,NULL,NULL]",1
1084,[quote] lave toi vite Emma \<None\> je n' ai pas le temps de jouer \<None\> ... [media],"[NULL,NULL,NULL]",2
1085,0. www \<None\> . [media],"[NULL,NULL,NULL]",1
1085,0. www \<None\> . [media],"[NULL,NULL,NULL]",2
1086,[quote] 0. .,"[NULL,NULL,NULL]",1
1086,[quote] 0. .,"[NULL,NULL,NULL]",2
1087,[quote] Emma se débarbouille sans rien dire \<None\> mais juste avant de partir elle glisse dans son sac à trésors \<None\> du rouge à lèvre des barrettes et des chouchous \<None\> ! [media],"[NULL,NULL,NULL]",1
1087,[quote] Emma se débarbouille sans rien dire \<None\> mais juste avant de partir elle glisse dans son sac à trésors \<None\> du rouge à lèvre des barrettes et des chouchous \<None\> ! [media],"[NULL,NULL,NULL]",2
1088,[quote] 0. .,"[NULL,NULL,NULL]",1
1088,[quote] 0. .,"[NULL,NULL,NULL]",2
1089,[quote] elle veut se faire belle pour son copain Antonin \<None\> et lui montrer qu'elle n' est pas une fille comme les autres \<None\> . [media],"[NULL,NULL,NULL]",1
1089,[quote] elle veut se faire belle pour son copain Antonin \<None\> et lui montrer qu'elle n' est pas une fille comme les autres \<None\> . [media],"[NULL,NULL,NULL]",2
1090,fille différente \<None\> Antonin \<None\> . [media],"[NULL,NULL,NULL]",1
1090,fille différente \<None\> Antonin \<None\> . [media],"[NULL,NULL,NULL]",2
1091,0. à l'école au moment de la récréation Emma se dirige vers le petit miroir au fond de la classe pour se coiffer \<None\> Antonin s'approche d' elle \<None\> qu'est-ce que tu fais tu as un bouton sur le nez \<None\> ? [media],"[NULL,NULL,NULL]",1
1091,0. à l'école au moment de la récréation Emma se dirige vers le petit miroir au fond de la classe pour se coiffer \<None\> Antonin s'approche d' elle \<None\> qu'est-ce que tu fais tu as un bouton sur le nez \<None\> ? [media],"[NULL,NULL,NULL]",2
1092,[quote] 0. .,"[NULL,NULL,NULL]",1
1092,[quote] 0. .,"[NULL,NULL,NULL]",2
1093,non \<None\> je voudrais être différente des autres \<None\> j'aimerais avoir une coiffure spéciale répond Emma en regardant ses chouchous et ses barrettes toutes de travers \<None\> . [media],"[NULL,NULL,NULL]",1
1093,non \<None\> je voudrais être différente des autres \<None\> j'aimerais avoir une coiffure spéciale répond Emma en regardant ses chouchous et ses barrettes toutes de travers \<None\> . [media],"[NULL,NULL,NULL]",2
1094,tu es jolie avec ces couettes \<None\> on dirait deux palmiers dans une tempête \<None\> ... [media],"[NULL,NULL,NULL]",1
