ID,utterance,charlie,morgane,list-ID,intersection,charlie_new,morgane_new,agree
225,Arthur oui il est où Arthur ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
226,parti ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]","[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2,CHI-Response:Answer:no-explanation-needed,CHI-Response:Answer:no-explanation-needed,CHI-Response:Answer:no-explanation-needed,1
227,il est parti c'est ton copain Arthur ? [media],"[PAR-Follow-up:Repeat-answer,PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ]","[PAR-Follow-up:Repeat-answer,PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ]",2,PAR-Follow-up:Repeat-answer,PAR-Follow-up:Repeat-answer,PAR-Follow-up:Repeat-answer,1
228,hein Adrien ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[CHI-Response:No-response,PAR-Follow-up:Followup-question,PAR-Initiation:Non-Information-seeking]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
229,et comment il s'appelle Arnold ? [media],"[NULL,NULL,NULL]","[PAR-Initiation:Information-seeking:fact-based ,Complex-long,NULL]",2,NULL,NULL,PAR-Initiation:Information-seeking:fact-based ,0
232,il est où Harold ? [media],"[PAR-Initiation:Information-seeking:fact-based ,Complex-long,NULL]","[PAR-Initiation:Information-seeking:fact-based ,Complex-long,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
234,comment tu dis Harold ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,NULL,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Non-Information-seeking,0
235,Harold ! [media],"[CHI-Response:Answer:no-explanation-needed,PAR-Follow-up:No-followup,NULL]","[NULL,NULL,NULL]",2,NULL,CHI-Response:Answer:no-explanation-needed,NULL,0
259,nounours ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
265,non ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
267,allez tu viens mon bonhomme ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
270,bon tu ranges Adrien ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
273,tu ranges ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
278,tu fais exprès de trembler ou quoi ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
289,tu veux appuyer ouais ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
290,comment tu dis ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
291,appuie ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]","[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2,CHI-Response:Answer:no-explanation-needed,CHI-Response:Answer:no-explanation-needed,CHI-Response:Answer:no-explanation-needed,1
292,c'est appuie pas puie ! [media],"[PAR-Follow-up:Give-response,NULL,NULL]","[PAR-Follow-up:Give-response,NULL,NULL]",2,PAR-Follow-up:Give-response,PAR-Follow-up:Give-response,PAR-Follow-up:Give-response,1
296,quoi qu'est-ce qui y a ? [media],"[PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-label,CHI-Response:Answer:non-verbal]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
297,qu'est-ce qu' y a ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-label]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
298,toi qu'est-ce tu quoi ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-label]","[PAR-Initiation:Information-seeking:fact-based ,CHI-Response:Answer:non-verbal,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
299,qu'est-ce qu' y a toi Adrien qu'est-ce tu veux dis-moi ce que tu veux je comprends pas ce que tu veux ! [media],"[CHI-Response:Answer:non-verbal,PAR-Follow-up:other,NULL]","[PAR-Follow-up:other,NULL,NULL]",2,PAR-Follow-up:other,PAR-Follow-up:other,PAR-Follow-up:other,1
302,qu'est-ce tu veux ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
303,yyy . [media],"[CHI-Response:No-label,CHI-Response:Answer:non-verbal,NULL]","[CHI-Response:No-label,CHI-Response:Answer:non-verbal,NULL]",2,CHI-Response:No-label,CHI-Response:No-label,CHI-Response:No-label,1
304,qu'est-ce tu veux ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]","[PAR-Follow-up:Re-ask-initial-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
305,yyy . [media],"[CHI-Response:No-label,CHI-Response:Answer:non-verbal,NULL]","[CHI-Response:No-label,NULL,NULL]",2,CHI-Response:No-label,CHI-Response:No-label,CHI-Response:No-label,1
306,qu'est-ce tu veux Adrien ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]","[PAR-Follow-up:Re-ask-initial-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
307,yyy . [media],"[CHI-Response:No-label,CHI-Response:Answer:non-verbal,NULL]","[CHI-Response:No-label,NULL,NULL]",2,CHI-Response:No-label,CHI-Response:No-label,CHI-Response:No-label,1
308,tu veux quoi dis-moi ce que tu veux Adrien ! [media],"[PAR-Follow-up:other,NULL,NULL]","[PAR-Follow-up:other,NULL,NULL]",2,PAR-Follow-up:other,PAR-Follow-up:other,PAR-Follow-up:other,1
313,allez papa xxx le montrer qu'est-ce tu veux qu'est-ce tu veux ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
314,doudou ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]","[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2,CHI-Response:Answer:no-explanation-needed,CHI-Response:Answer:no-explanation-needed,CHI-Response:Answer:no-explanation-needed,1
315,ah oui comment ça s'appelle alors ! [media],"[PAR-Follow-up:Signal-agreement,PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ]","[PAR-Follow-up:Signal-agreement,PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ]",2,PAR-Follow-up:Signal-agreement,PAR-Follow-up:Signal-agreement,PAR-Follow-up:Signal-agreement,1
316,ça s'appelle comment ? [media],"[CHI-Response:No-response,PAR-Follow-up:Re-ask-initial-question,PAR-Initiation:Information-seeking:fact-based ]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
317,yyy . [media],"[CHI-Response:No-label,NULL,NULL]","[CHI-Response:No-label,NULL,NULL]",2,CHI-Response:No-label,CHI-Response:No-label,CHI-Response:No-label,1
319,qu'est-ce tu veux alors Adrien ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]","[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2,PAR-Follow-up:Followup-question,PAR-Follow-up:Followup-question,PAR-Follow-up:Followup-question,1
320,yyy yyy yyy . [media],"[CHI-Response:No-label,NULL,NULL]","[CHI-Response:No-label,NULL,NULL]",2,CHI-Response:No-label,CHI-Response:No-label,CHI-Response:No-label,1
321,tiens ! [media],"[PAR-Follow-up:other,NULL,NULL]","[PAR-Follow-up:other,NULL,NULL]",2,PAR-Follow-up:other,PAR-Follow-up:other,PAR-Follow-up:other,1
329,oui tu veux que papa il fasse gâté ? [media],"[PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response,NULL]","[PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
330,gâté ! [media],"[PAR-Follow-up:other,NULL,NULL]","[NULL,NULL,NULL]",2,NULL,PAR-Follow-up:other,NULL,0
332,oh oui gâté avec papa ! [media],"[NULL,NULL,NULL]","[PAR-Follow-up:Signal-agreement,NULL,NULL]",2,NULL,NULL,PAR-Follow-up:Signal-agreement,0
334,attends xxx tu fais gâté avec papa ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
337,non ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
342,"bon , regarde ce qu'on te met comment ça s'appelle ça ? [media]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
343,non ! [media],"[CHI-Response:Non-answer:declarative,NULL,NULL]","[CHI-Response:Non-answer:declarative,NULL,NULL]",2,CHI-Response:Non-answer:declarative,CHI-Response:Non-answer:declarative,CHI-Response:Non-answer:declarative,1
344,si ! [media],"[PAR-Follow-up:other,NULL,NULL]","[PAR-Follow-up:other,NULL,NULL]",2,PAR-Follow-up:other,PAR-Follow-up:other,PAR-Follow-up:other,1
345,comment ça s'appelle ça ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response]","[PAR-Follow-up:Re-ask-initial-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
346,gratte-toi pas là comment ça s'appelle ça Adrien ? [media],"[PAR-Follow-up:Re-ask-initial-question,PAR-Initiation:Information-seeking:fact-based ,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
347,yyy . [media],"[CHI-Response:No-label,CHI-Response:Answer:non-verbal,NULL]","[CHI-Response:No-label,CHI-Response:Answer:non-verbal,NULL]",2,CHI-Response:No-label,CHI-Response:No-label,CHI-Response:No-label,1
348,ça s'appelle un slip ! [media],"[PAR-Follow-up:Give-response,NULL,NULL]","[PAR-Follow-up:Give-response,NULL,NULL]",2,PAR-Follow-up:Give-response,PAR-Follow-up:Give-response,PAR-Follow-up:Give-response,1
350,elle est où ta couche Adrien ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
351,non ! [media],"[CHI-Response:Non-answer:declarative,NULL,NULL]","[CHI-Response:Non-answer:declarative,NULL,NULL]",2,CHI-Response:Non-answer:declarative,CHI-Response:Non-answer:declarative,CHI-Response:Non-answer:declarative,1
352,hé il y en a pas ! [media],"[PAR-Follow-up:Give-response,NULL,NULL]","[PAR-Follow-up:Give-response,NULL,NULL]",2,PAR-Follow-up:Give-response,PAR-Follow-up:Give-response,PAR-Follow-up:Give-response,1
353,et où est-ce qu'il faut que tu fasses pipi ou caca Adrien ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,CHI-Response:Answer:non-verbal]","[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,CHI-Response:Answer:non-verbal]",2,PAR-Follow-up:Followup-question,PAR-Follow-up:Followup-question,PAR-Follow-up:Followup-question,1
354,ouais comment ça s'appelle ? [media],"[PAR-Follow-up:Signal-agreement,PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ]","[PAR-Follow-up:Signal-agreement,PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ]",2,PAR-Follow-up:Signal-agreement,PAR-Follow-up:Signal-agreement,PAR-Follow-up:Signal-agreement,1
355,ça s'appelle où là où tu dois faire pipi ou caca Adrien ? [media],"[PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response,NULL]","[PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
356,regarde là ici t'as pas de couche ! [media],"[PAR-Follow-up:other,NULL,NULL]","[PAR-Follow-up:Add-info,NULL,NULL]",2,NULL,PAR-Follow-up:other,PAR-Follow-up:Add-info,0
361,où est-ce que tu dois faire pipi ou caca Adrien ? [media],"[PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response,NULL]","[PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
362,dans le pot ! [media],"[PAR-Follow-up:Give-response,NULL,NULL]","[PAR-Follow-up:Give-response,NULL,NULL]",2,PAR-Follow-up:Give-response,PAR-Follow-up:Give-response,PAR-Follow-up:Give-response,1
368,tu donnes à papa ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
374,elles sont où tes pantoufles Adrien ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
375,yyy yyy . [media],"[CHI-Response:No-label,CHI-Response:Answer:non-verbal,NULL]","[CHI-Response:No-label,NULL,NULL]",2,CHI-Response:No-label,CHI-Response:No-label,CHI-Response:No-label,1
376,tu le veux lui ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response]","[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,Complex-long]",2,PAR-Follow-up:Followup-question,PAR-Follow-up:Followup-question,PAR-Follow-up:Followup-question,1
377,tu le veux lui Adrien regarde ! [media],"[PAR-Follow-up:Re-ask-initial-question,PAR-Initiation:Information-seeking:fact-based ,Complex-long]","[NULL,NULL,NULL]",2,NA,PAR-Follow-up:Re-ask-initial-question,NULL,0
383,qu'est-ce tu cherches Adrien ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
384,www . [media],"[CHI-Response:Answer:non-verbal,NULL,NULL]","[CHI-Response:No-label,NULL,NULL]",2,NULL,CHI-Response:Answer:non-verbal,CHI-Response:No-label,0
385,allez on va chercher des pantoufles ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Non-Information-seeking,NULL]","[PAR-Follow-up:Followup-question,PAR-Initiation:Non-Information-seeking,NULL]",2,PAR-Follow-up:Followup-question,PAR-Follow-up:Followup-question,PAR-Follow-up:Followup-question,1
387,on va regarder où est le pot Adrien ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
388,tu viens voir où est le pot ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
393,elles sont où tes pantoufles ? [media],"[PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response,NULL]","[PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
394,doucement mon bonhomme tiens-toi droit ! [media],"[PAR-Follow-up:other,NULL,NULL]","[PAR-Follow-up:other,NULL,NULL]",2,PAR-Follow-up:other,PAR-Follow-up:other,PAR-Follow-up:other,1
395,elles sont où tes pantoufles ? [media],"[PAR-Follow-up:Re-ask-initial-question,PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response]","[PAR-Follow-up:Re-ask-initial-question,PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response]",2,PAR-Follow-up:Re-ask-initial-question,PAR-Follow-up:Re-ask-initial-question,PAR-Follow-up:Re-ask-initial-question,1
396,allez viens assis-toi ! [media],"[PAR-Follow-up:other,NULL,NULL]","[PAR-Follow-up:other,NULL,NULL]",2,PAR-Follow-up:other,PAR-Follow-up:other,PAR-Follow-up:other,1
399,il est où ton pot Adrien ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
400,yyy yyy . [media],"[CHI-Response:No-label,CHI-Response:Answer:non-verbal,NULL]","[CHI-Response:No-label,NULL,NULL]",2,CHI-Response:No-label,CHI-Response:No-label,CHI-Response:No-label,1
401,oh oh Adrien ! [media],"[PAR-Follow-up:other,NULL,NULL]","[NULL,NULL,NULL]",2,NULL,PAR-Follow-up:other,NULL,0
402,on lance pas par terre il est où ton pot Adrien ? [media],"[PAR-Follow-up:Re-ask-initial-question,PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response]","[PAR-Follow-up:Re-ask-initial-question,PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response]",2,PAR-Follow-up:Re-ask-initial-question,PAR-Follow-up:Re-ask-initial-question,PAR-Follow-up:Re-ask-initial-question,1
403,regarde ! [media],"[PAR-Follow-up:other,NULL,NULL]","[PAR-Follow-up:other,NULL,NULL]",2,PAR-Follow-up:other,PAR-Follow-up:other,PAR-Follow-up:other,1
404,Adrien ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
406,où est-ce que tu dois faire pipi et caca ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
407,yyy . [media],"[CHI-Response:No-label,CHI-Response:Answer:non-verbal,NULL]","[CHI-Response:No-label,CHI-Response:Answer:non-verbal,NULL]",2,CHI-Response:No-label,CHI-Response:No-label,CHI-Response:No-label,1
408,ici ! [media],"[PAR-Follow-up:Give-response,NULL,NULL]","[PAR-Follow-up:Give-response,NULL,NULL]",2,PAR-Follow-up:Give-response,PAR-Follow-up:Give-response,PAR-Follow-up:Give-response,1
417,ça va ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,NULL,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Non-Information-seeking,0
418,t'es bien là ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[NULL,NULL,NULL]",2,NULL,PAR-Initiation:Information-seeking:fact-based ,NULL,0
419,t'as vu t'as un petit bagage ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]","[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,PAR-Initiation:Non-Information-seeking,1
422,tu veux de l'eau ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
423,comment on dit Adrien ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
424,yyy yyy yyy yyy . [media],"[CHI-Response:No-label,NULL,NULL]","[CHI-Response:No-label,NULL,NULL]",2,CHI-Response:No-label,CHI-Response:No-label,CHI-Response:No-label,1
425,s'il te plaît ! [media],"[PAR-Follow-up:Give-response,NULL,NULL]","[PAR-Follow-up:Give-response,NULL,NULL]",2,PAR-Follow-up:Give-response,PAR-Follow-up:Give-response,PAR-Follow-up:Give-response,1
426,comment ça s'appelle ça Adrien ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]","[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2,PAR-Follow-up:Followup-question,PAR-Follow-up:Followup-question,PAR-Follow-up:Followup-question,1
427,lapin ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]","[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2,CHI-Response:Answer:no-explanation-needed,CHI-Response:Answer:no-explanation-needed,CHI-Response:Answer:no-explanation-needed,1
428,lapin ! [media],"[PAR-Follow-up:Repeat-answer,NULL,NULL]","[PAR-Follow-up:Repeat-answer,NULL,NULL]",2,PAR-Follow-up:Repeat-answer,PAR-Follow-up:Repeat-answer,PAR-Follow-up:Repeat-answer,1
430,et ça ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]","[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
431,ballon ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]","[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2,CHI-Response:Answer:no-explanation-needed,CHI-Response:Answer:no-explanation-needed,CHI-Response:Answer:no-explanation-needed,1
432,ballon ! [media],"[PAR-Follow-up:Repeat-answer,NULL,NULL]","[PAR-Follow-up:Repeat-answer,NULL,NULL]",2,PAR-Follow-up:Repeat-answer,PAR-Follow-up:Repeat-answer,PAR-Follow-up:Repeat-answer,1
433,et comment ils font les lapins Adrien ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]","[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2,PAR-Follow-up:Followup-question,PAR-Follow-up:Followup-question,PAR-Follow-up:Followup-question,1
434,lapin ! [media],"[CHI-Response:Non-answer:declarative,NULL,NULL]","[CHI-Response:Non-answer:declarative,NULL,NULL]",2,CHI-Response:Non-answer:declarative,CHI-Response:Non-answer:declarative,CHI-Response:Non-answer:declarative,1
435,comment ils font les lapins ? [media],"[PAR-Follow-up:Re-ask-initial-question,PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response]","[PAR-Follow-up:Re-ask-initial-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2,PAR-Follow-up:Re-ask-initial-question,PAR-Follow-up:Re-ask-initial-question,PAR-Follow-up:Re-ask-initial-question,1
436,hein comment ils font ? [media],"[PAR-Follow-up:Re-ask-initial-question,PAR-Initiation:Information-seeking:fact-based ,NULL]","[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,PAR-Initiation:Information-seeking:fact-based ,1
437,lapin ! [media],"[CHI-Response:Answer:no-explanation-needed,CHI-Response:Non-answer:declarative,NULL]","[CHI-Response:Non-answer:declarative,NULL,NULL]",2,CHI-Response:Non-answer:declarative,CHI-Response:Non-answer:declarative,CHI-Response:Non-answer:declarative,1
